symbol name USD_price
MIC Mindexcoin 0.001601136
MOON Mooncoin 4.828e-06
VRC VeriCoin 0.03395048
RCCC RCCC 0.018063718
BKX BANKEX 0.006148956
NEAL COINEAL 0.003465615
NBC "Niobium Coin" 0.021968225
SHIFT Shift 0.079702671
SSC SelfSell 0.002756886
ATM ATMChain 0.000230545
UCASH U.CASH 0.000103653
CLOAK CloakCoin 0.199652848
ADM Adamant 0.012903148
TIME Chronobank 1.495601292
PXL "Piction Network" 0.017374065
W12 W12 0.00436369
SWTH Switcheo 0.002000918
EDG Edgeless 0.008901129
AMPL Ampleforth 0.399629748
TFL TrueFlip 0.165452677
HBZ "HBZ Coin" 0.001054909
TOL Tolar 0.004190937
NOIA "NOIA Network" 0.011711733
OSA "Optimal Shelf Availability Token" 0.000736388
ATL ATLANT 0.018880887
XTL Stellite 0.0
DAX DAEX 0.002879243
TAU Lamden 0.007174225
PASC "Pascal Coin" 0.036353159
SPH Sapphire 0.001041046
NKC Nework 0.006906119
PIB PIBBLE 0.000136443
SWT "Swarm City" 0.118522442
COTI Coti 0.0102115
IONC IONChain 0.008283438
BEET "Beetle Coin" 0.004918738
BCO BridgeCoin 0.03706209
HORUS HorusPay 0.001139698
PDC "Project Decorum" 0.0
BCS2 "Business Credit Substitute" 0.853091605
IFC Infinitecoin 1.0884e-05
LST "Lendroid Support Token" 0.004106569
VIPS "Vipstar Coin" 2.5278e-05
WEBD WebDollar 0.000144703
CXO CargoX 0.006304036
KAT Kambria 0.000795065
BITG "Bitcoin Green" 0.115468699
INT "Internet Node Token" 0.018573729
HMQ Humaniq 0.00519471
QBX qiibee 0.002125072
TIO "Trade Token" 0.0
FRM2 "Ferrum Network" 0.002894436
GLD GoldCoin 0.022983031
BNTY Bounty0x 0.004101979
ACM2 Actinium 0.06347809
QCH QChi 0.029213197
CURE Curecoin 0.038897482
SUQA SUQA 0.001489688
TYPE Typerium 0.000582763
ZEBI Zebi 0.002528896
XES Proxeus 0.00456812
HXRO Hxro 0.015866492
FTX "FintruX Network" 0.009710422
KUBO KuboCoin 1.0718e-05
EXP Expanse 0.055568158
OBSR Observer 0.000683218
FNKOS FNKOS 0.005868265
NUG Nuggets 0.000527474
PARETO PARETO 0.002734608
RED2 Red 0.006921211
NYC NewYorkCoin 6.697e-06
STX Stox 0.016731003
XRA2 Xriba 0.00917603
BITB "Beat Cash" 0.000388457
SAFE SafeCoin 0.037437155
CPLO CPOLLO 0.0
ROBET RoBET 1.111523187
PCH POPCHAIN 0.0
OIO Online 0.001004526
TRY Trias 0.00110536
BOMB BOMB 0.917043872
SLR SolarCoin 0.015633136
BTT5 BlockTrade 0.015589041
WYV Wyvern 0.0
NTK Neuromation 0.010892571
ZPR ZPER 0.000652969
CAN CanYaCoin 0.00926795
CRC3 "CR Coin" 0.040724643
RPD Rapids 7.7264e-05
42 42-coin 20119
ACAD Academy 0.000201154
BCA "Bitcoin Atom" 0.045740863
DBET DecentBet 0.004455733
NEXT Next.exchange 0.200010388
STK "STK Token" 0.002439758
RTE Rate3 0.000942372
UND Unification 0.018552819
SPHR Sphere 0.066734482
LEDU "Education System" 0.003817866
SIB SIBCoin 0.046318589
EFX Effect.AI 0.003284341
ALIS ALIS 0.020972158
GLA Gladius 0.0
TTN "Titan Coin" 0.000916145
FXT FuzeX 0.000995241
LGD "Legends Room" 0.0
CVCOIN CVCoin 0.065475464
ENX ENOX 0.907759732
SRCOIN SRCOIN 0.000158905
COVA Covalent 0.00032109
UQC "Uquid Coin" 0.080139473
ORB Orbitcoin 0.248388186
GMB3 GMB 0.001544433
WCT "Waves Community Token" 0.079717056
SENC "Sentinel Chain" 0.004029265
B2N bitcoin2network 0.000600238
COFI CoinFI 0.003993556
RBG "Rankingball Gold" 0.002407048
SINS SafeInsure 0.207909876
CNUS CoinUs 0.002298724
THC HempCoin 0.003090315
TELOS Teloscoin 0.006647321
SHORTY Shorty 0.007777603
RTB AB-CHAIN 0.0
UP UpToken 0.00527866
ZER Zero 0.106528019
VNT "Vanta Network" 0.000272885
BAX BABB 2.6956e-05
QAC Quasarcoin 0.004549754
0XBTC 0xBitcoin 0.107680143
DIG Dignity 0.001460553
ZPT Zeepin 0.001517385
CRYP CrypticCoin 0.000297336
ITNS IntenseCoin 0.0
NBAI "Nebula AI" 0.000602346
LEO1 LEOcoin 0.003975752
OMNI Omni 1.331037596
LVH LoveHearts 7.478e-06
ASTRO Astronaut 0.224585606
MESG MESG 0.021620995
VDX "Vodi X" 0.001830359
NCP "Newton Coin Project" 4.087e-06
EAC EarthCoin 6.2078e-05
LSTR "Luna Stars" 0.0
CLB Cloudbric 0.001712038
WNL WinStars.live 0.045203046
BCDT "Blockchain Certified Data Token" 0.021764738
PLA Plair 3.678e-05
DNA EncrypGen 0.010882454
AID2 AIDUS 0.003643661
MUE MonetaryUnit 0.004214327
PLTC PlatonCoin 0.124857353
KICKS Sessia 0.123188131
IGG "IG Gold" 7.3919e-05
ESBC ESBC 0.037292834
XNN Xenon 0.0
GMB2 GAMB 0.000183187
HOT "Hydro Protocol" 0.000992272
ZLA Zilla 0.011549957
IVY Ivy 0.001603885
RVR RevolutionVR 0.003294837
CARE Carebit 0.004981593
SB SmartBillions 0.0
CAPP Cappasity 0.001284077
XEL Elastic 0.007509164
PLU Pluton 0.808573487
FOTA Fortuna 0.001423886
XHI HiCoin 0.000153796
JAAG "JAAG Coin" 0.018923744
WIB Wibson 0.00025448
BLITZ Blitzcash 0.0
VRA VERA 0.000262737
THRT "Thrive Token" 0.006380174
VCT ValueCyberToken 0.006101802
BTCP "Bitcoin Private" 0.138065609
BCY Bitcrystals 0.0
WYS "Wys Token" 0.00639376
CCX3 Conceal 0.126216395
APX APX 0.0
PTI Paytomat 0.003620577
DATX DATx 0.00046479
SIFT "Smart Investment Fund Token" 0.0
TAO Tao 0.019290762
X8X "X8X Token" 0.008198289
MTX Matryx 0.027595642
AC3 AC3 0.001300203
HEAT HEAT 0.015095292
CBX Bullion 0.6294
EBC EBCoin 0.000138329
ICNQ "Iconiq Lab Token" 0.164072653
PAYX Paypex 0.009234007
XBC "Bitcoin Plus" 4.82
EVN2 EvenCoin 0.020276932
SEN Consensus 0.000466848
ROCK2 "ICE ROCK MINING" 0.039724576
HKN Hacken 0.113625337
FREE "FREE Coin" 7.1e-08
HPC Happycoin 0.027687778
DCC "Distributed Credit Chain" 0.000205096
GBX Globitex 0.005002462
COVAL "Circuits of Value" 0.000612993
COIN "Coinvest Token" 0.05629364
MPG2 "Max Property Group" 0.00516016
DAB DABANKING 0.220063555
C8 Carboneum 0.011719475
IPL VouchForMe 0.002988502
TTU TaTaTu 0.006186141
TIE "TIES Network" 0.015001106
GEO GeoCoin 0.187575847
IETH iEthereum 0.033138337
DRT DomRaider 0.001006753
SGN "Signals Network" 0.006665608
UBC "Ubcoin Market" 0.001715275
MUT "Mutual Coin" 0.0
FACE Faceter 0.001233336
LEV Leverj 0.004905289
TIG Tigereum 0.0
NVC Novacoin 0.246457917
DXT Datawallet 0.001462311
TNC "Trinity Network Credit" 0.001703343
LUNES Lunes 0.003744961
WFX "Webflix Token" 0.000931991
SPD Stipend 0.049602047
OWN OWNDATA 5.0926e-05
QBT2 Qbao 0.008557648
HNB "HashNet Biteco" 0.018865516
BBP BiblePay 0.000306176
OPEN "Open Platform" 0.000766839
USNBT NuBits 0.049706905
AUR Auroracoin 0.030036655
PIRL Pirl 0.009571911
AVT Aventus 0.090387378
UFR Upfiring 0.025047872
ACAT Alphacat 0.000193883
CONST Constant 10.63
UNIC UniCoin 0.0
ZOI ZOIN 0.0
DBIX DubaiCoin 0.125663557
SVD savedroid 0.000198302
AWC "Atomic Wallet Coin" 0.08575695
WAB WABnetwork 1.7629e-05
SS Sharder 0.001864691
RLX Relex 0.000284293
AIT AICHAIN 0.000983527
TRTT Trittium 0.004061579
INXT Internxt 0.818388181
SPD2 SPINDLE 0.00016042
A Alpha 0.018168584
AMN Amon 0.000895365
BCI "Bitcoin Interest" 0.027623487
AAC "Acute Angle Cloud" 0.002021246
DOLLAR "Dollar Online" 0.669466049
ESS Essentia 0.000578421
NLC2 NoLimitCoin 0.000987808
HALO "Halo Platform" 9.8778e-05
CDN "Canada eCoin" 0.005088858
BST Blocksquare 0.098845108
CMCT "Crowd Machine" 0.001048137
DIT "Digital Insurance Token" 0.00219227
MVC "Maverick Chain" 0.004597508
XPC "eXPerience Chain" 5.251e-06
BBC2 B2Bcoin 0.000945462
GOLOS Golos 0.00260522
TWINS win.win 0.000153248
ZSC Zeusshield 0.000373546
PTOY Patientory 0.00662831
SKB "Sakura Bloom" 0.000179397
KICK KickCoin 0.00028194
MNTP GoldMint 0.239526505
RISE Rise 0.003218213
BNY Bancacy 0.003292445
LQD Liquidity.Network 0.010456595
PROM Prometeus 0.117052038
RATING DPRating 0.000174191
PING CryptoPing 0.049805678
PCO Pecunio 0.00203803
PINK PinkCoin 0.001073089
BNANA "Banana Token" 0.107338514
XBX BITEX 0.002220927
BTCZ BitcoinZ 7.8397e-05
TN TurtleNetwork 0.005237339
BPT Blockport 0.008045533
VLD Vetri 0.001584121
EXC Eximchain 0.006374836
FDR "FD Reserve" 0.01785342
HOLD "Interstellar Holdings" 0.000429536
CANN CannabisCoin 0.005496568
FCN Fantomcoin 0.0
BANCA Banca 2.355e-05
DRPU "DRP Utility" 0.118968114
NANJ NANJCOIN 2.1685e-05
BAN Banano 0.00081553
PRG Paragon 0.018772909
BC2 Block-Chain.com 0.002018101
1WO 1World 0.058330614
AMP Synereo 0.00410894
NOTE DNotes 0.003061979
ELEC Electrify.Asia 0.000779436
IOP "Internet of People" 0.030649903
IXT iXledger 0.011471469
RC RussiaCoin 0.048871909
PHI2 "PHI Token" 0.070214295
PRE Presearch 0.002634728
VNX VisionX 0.000113124
TTV TV-TWO 0.000909373
WLO Wollo 0.009391
LOG Woodcoin 0.0
TALAO Talao 0.039288624
EXCL ExclusiveCoin 0.06931966
FOOD FoodCoin 0.000996114
FYP FlypMe 0.022519829
TIT TittieCoin 0.000313888
GAM Gambit 0.0
WCO Winco 0.000817793
USDS "Stronghold USD" 0.9820757
HOLD2 HOLD 0.000581105
SWACE Swace 0.001462994
NAUT NautilusCoin 0.0
LOOT TronLoot 0.000378338
RAVEN "Raven Protocol" 0.000207012
TENA TENA 0.14265188
GEM Gems 0.000328596
LOBS Lobstex 0.021454808
MNX MinexCoin 0.063636451
SPHTX SophiaTX 0.001141357
ION Ionomy 0.031952258
BLUE "Ethereum Blue" 0.010221894
STRC StarCredits 0.0
INC "Influence Chain" 0.000747256
XNK "Ink Protocol" 0.0011118
BTTR BittrackSystems 0.031036372
GOT4 GoNetwork 0.005101625
TOA ToaCoin 8.2084e-05
XWP Swap 0.052824593
SCC6 StakeCubeCoin 0.175872777
PYLNT "Pylon Network" 0.78650238
ZEON ZEON 1.4295e-05
XD "Data Transaction Token" 0.001801074
MCM Mochimo 0.104420237
MIB "MIB Coin" 0.005670185
KARMA2 KARMA 6.5285e-05
ZIPT Zippie 0.001303084
BIR Birake 0.004763753
ERC EuropeCoin 0.034021109
BTMN Bitmark 0.0
LYNX Lynx 0.0
NOBL NobleCoin 0.0
UOS2 "U°OS Network" 0.040272522
DOS "Dos Network" 0.002604996
TUSC "The Universal Settlement Coin" 3.418e-06
HERO Hero 0.028184235
DEB "Debitum Network" 0.00170913
MSR Masari 0.029356923
FLIXX Flixxo 0.00403467
BRZC Breezecoin 0.0040313
MAO "Mao Zedong" 0.053257229
XSG SnowGem 0.017820501
HQX HOQU 0.001994189
ETK EnergiToken 0.000182028
PASS Blockpass 0.001998044
SPIKE Spiking 0.000751606
CPY Copytrack 0.006853612
BEZ Bezop 0.005902345
ETHO Ether-1 0.008765088
ZMN ZMINE 0.001992227
TMT Traxia 0.001041822
POSW "PoSW Coin" 0.007372252
MED Medibloc 0.000137046
VIEW Viewly 0.008024323
WEC3 "Wave Edu Coin" 0.002682156
GMT "Mercury Protocol" 0.0
MUSIC Musicoin 0.00019156
BTH2 Bithereum 0.013113842
GBT2 Globatalent 0.000634741
IXC Ixcoin 0.015033713
FIII FiiiCoin 0.00065702
IND2 Indorse 0.008452864
FKX Knoxstertoken 0.002116836
OBITS OBITS 0.020603982
SETH Sether 0.015625192
RIC Riecoin 0.0
AVINOC AVINOC 0.000797021
TSL Energo 0.000512212
HLM Helium 0.02697169
NER Nerves 9.4165e-05
KORE KoreCoin 0.136613144
BUZZ BuzzCoin 1.5325e-05
AERM Aerium 0.0
KRB Karbowanec 0.056618746
FTT FarmaTrust 0.000503743
NOW ChangeNOW 0.00444613
SNOV Snovio 0.000745692
KB3 "B3 Coin" 0.000398324
PUB2 PUBLYTO 0.000200118
PRIX Privatix 0.271614095
CBIX Cubiex 0.010670711
REAL REAL 0.029521768
STO2 Storeum 0.002343895
ERT2 Eristica 0.001713068
MOZO "Mozo Token" 0.0
PDATA Opiria 0.000827649
SSS Sharechain 0.0
DRS "Digital Rupees" 0.000569467
ADB adbank 0.000415029
EGG5 Nestree 0.000938194
GRFT Graft 0.000488442
EXY Experty 0.010651794
ZAP Zap 0.002191908
MAC Matrexcoin 0.016742107
MNC3 Maincoin 0.001313409
PKT Playkey 0.020636766
ERO Eroscoin 0.001535425
GIO Graviocoin 0.000291172
MCT "Master Contract Token" 0.000503741
STQ Storiqa 2.6161e-05
CFT CryptoForecast 0.0
XLR Solaris 0.163295557
EUNO EUNO 0.009865536
BFX Bitfex 0.005746885
NTRN Neutron 0.007128065
BOXX Blockparty 0.011953363
KEK KekCoin 0.025920345
ACE TokenStars 0.023380123
XSH SHIELD 0.000536114
CRC CrowdCoin 0.057621339
BITX2 "BitScreener Token" 0.001714272
DSH Dashcoin 0.0
UFO "UFO Coin" 7.6624e-05
JAR Jarvis 0.003772797
J8T JET8 0.00032903
BTHR Bethereum 0.000540328
VASH VPNCoin 0.00067286
REF RefToken 0.267856977
HUSH Hush 0.035408451
GUP Matchpool 0.003564756
QAU Quantum 0.0
CRC2 CryCash 0.056548601
GPT GoPower 0.003277427
COT CoTrader 1.6925e-05
MOT "Olympus Labs" 0.006885603
NIO Autonio 0.002475027
HAC "Hackspace Capital" 0.000802773
GENE Parkgene 0.000878648
DTB Databits 0.0
ADC AudioCoin 0.000256958
COB Cobinhood 0.000612993
SHARD Shard 0.012695013
SNPC SnapCoin 0.000574132
NOR Noir 0.012381169
CLO Callisto 0.001005539
NPLC Plus-Coin 0.000529051
BELA Bela 0.005823433
UIS Unitus 0.003750136
EDRC EDRCoin 0.084208746
SOVE Soverain 0.70655501
GLB Globycoin 0.0
XNV Nerva 0.014380744
FLDC FoldingCoin 0.000314147
XVC Vcash 0.0
ZJLT "ZJLT Distributed Factoring Network" 0.000322277
SCRL "Scroll Token" 0.001248874
MCC2 "Magic Cube Coin" 0.002024541
WBET Wavesbet 5.363e-06
VULC Vulcano 0.000986568
CATO CatoCoin 0.015689155
SDC ShadowCash 0.034874681
MBN Membrana 0.0040444
START Startcoin 0.005162786
FRST FirstCoin 0.007448
CSPN "Crypto Sports" 0.107350393
ZCR ZCore 0.042986634
GTM Gentarium 0.060557606
ESK ESKA 2.02
DNR Denarius 0.0
YOC Yocoin 0.000609032
GRWI "Growers International" 0.0
BSTY GlobalBoost-Y 0.012751739
LEAF3 LeafCoin 1.0567e-05
TICO Topinvestmentcoin 0.001390332
SGC2 "Stargram Coin" 0.000950319
BIRD Birdchain 0.00146415
SLOPPS Sloppscoin 0.003208193
SUMO Sumokoin 0.02155494
FMF "Formosa Financial" 0.00012165
SDS "Alchemint Standards" 0.000682611
BCIO Blockchain.io 0.036763392
GAT Gatcoin 0.000406659
ESN Ethersocial 0.005904429
SNBL Snowball 0.00015362
XBI "Bitcoin Incognito" 0.018615002
BDG BitDegree 0.00057113
CRED Verify 0.015784569
AID AidCoin 0.004633643
XMG Magi 0.022986426
EQT EquiTrader 0.016528334
LATX Latium 0.001977296
MAX MaxCoin 0.003371202
POLL ClearPoll 0.02957691
EBST eBoost 0.002062293
DOPE DopeCoin 0.001762355
DOV Dovu 0.000507724
PGTS "Puregold Token" 0.0
RYO RyoCurrency 0.015847211
SURE SURETY 0.0
RCT RealChain 0.000452693
MONK "Monkey Project" 0.024727575
BYT2 "Bayan Token" 0.0
STAR Starbase 0.001038011
SMQ SIMDAQ 0.011002811
ARISTO "Aristo Coin" 0.0
BIH BitHostCoin 0.003218213
QUAN "Quantis Network" 0.000536369
BLN Bolenum 7.662e-06
BCZ "Bitcoin CZ" 0.077246083
SXC Sexcoin 0.001455858
HNC Helleniccoin 0.00268059
IPSX "IP Exchange" 0.000197557
PIPL PiplCoin 0.002224464
HB HeartBout 0.003485223
RRC RRChain 0.000102152
XCON "Connect Coin" 0.004706851
ABX2 Arbidex 0.008917104
TROLL Trollcoin 0.000306496
BRX "Breakout Stake" 0.0
SPN Sapien 0.000813556
4CHN ChanCoin 0.0
MFG SyncFab 0.000975761
CCRB CryptoCarbon 0.007269846
GALI Galilel 0.009821842
611 SixEleven 0.374312707
HUZU HUZU 0.040803592
ZNZ Zenzo 0.01716133
ASG Asgard 0.000228268
CMPCO CampusCoin 0.0
GUN Guncoin 0.000766241
DEM "Deutsche eMark" 0.003284853
ONL On.Live 0.008041249
LANA LanaCoin 0.00015345
SEAL Seal 0.000350152
EQL Equal 0.000524999
HBN HoboNickels 0.002673068
CREDIT CREDIT 9.827e-06
AYA Aryacoin 0.00237376
ATX2 Aston 0.000206885
ADI Aditus 0.000727948
INX2 InMax 0.067392231
INV Invacio 0.005739952
BOB "Bob's Repair" 0.000917039
BCAC "Business Credit Alliance Chain" 0.000351999
PORTAL Portal 0.001726545
SHRP Sharpay 0.000162044
DTH Dether 0.001949769
POW "POW Token" 7.14e-07
BAW "BAW Network" 1.7005e-05
VRM VeriumReserve 0.068356652
AUX Auxilium 0.00145759
DAY ChronoLogic 0.18019305
TRF Travelflex 0.002085508
CCH4 "Coinchase Token" 0.000101093
METM MetaMorph 0.001084108
IDXM "IDEX Membership" 80.39
PAR2 Parachute 0.000454616
ENRG Energycoin 0.00130261
ARO Arionum 0.000996114
PYN Paycent 0.011052659
DIM DIMCOIN 7.5346e-05
SUR Suretly 0.675058501
ALI "AiLink Token" 3.1096e-05
NEXXO Nexxo 0.001660744
OMX Shivom 0.000172622
QWARK Qwark 0.002348721
HPAY "HPAY coin" 0.00251826
BOE "Bodhi [ETH]" 0.01050504
VITES Vites 4.214e-06
TOLL "Bridge Protocol" 0.000686468
CL Coinlancer 0.001929395
TBX Tokenbox 0.013414515
BOLI Bolivarcoin 0.011079848
UCN2 UChain 0.000500704
NOX Nitro 0.001608025
EJOY "Ether Joy" 0.0
EBTC eBitcoin 0.007373439
MT2 Monarch 0.006225766
EVT everiToken 0.0208676
HERC Hercules 0.002097402
BITTO BITTO 0.022450867
OPT Opus 0.001072738
HER HeroNode 0.000138946
WTL Welltrado 0.003718021
BWK Bulwark 0.009961136
SCR Scorum 0.005020608
SIG "Signal Token" 0.00059809
SRK Sparkpoint 5.031e-05
DCY Dinastycoin 7.6624e-05
UNB UnbreakableCoin 0.0
XBP BlitzPredict 0.000392736
CPC Capricoin 0.072472594
DIW "DIW Token" 0.00020593
NEOS NeosCoin 0.032982526
HEAL Etheal 0.011900035
BPL Blockpool 0.0
BSD BitSend 0.005670608
ADH AdHive 0.001072862
LHT "LightHouse Token" 0.002813392
SERV2 Serve 0.002007973
AEC EmaratCoin 0.006501282
METAL MetalCoin 0.001824603
EDC EDCASH 0.007216003
SEQ Sequence 0.002988341
HGT HelloGold 0.000526238
BCAP "Blockchain Capital" 0.0
HORSE Ethorse 0.001236112
ZBA Zoomba 0.005950182
TDP TrueDeck 0.00441623
XGR GoldReserve 0.00789504
WBL WIZBL 0.000897062
PUT PutinCoin 0.000153248
TRUST TrustPlus 0.0
BLUR "Blur Network" 0.03081103
BBN "Banyan Network" 0.000219813
PXC Phoenixcoin 0.0
PENG "Peng Coin" 2.3041e-05
LIVE "Live Stars Token" 0.0
AD "Asian Dragon" 0.002212016
NETKO Netko 0.014990127
PUTIC "Putin Classic" 0.0
DAV2 "DAV Network" 0.000185837
CROAT CROAT 0.001838979
SLG Sterlingcoin 0.0
BIO BioCoin 0.000155333
DOGEC DogeCash 0.03634263
BITEUR bitEUR 1.217358678
GMR Gimmer 0.00611401
FSBT "Forty Seven Bank" 0.037079592
PSM PRASM 5.7595e-05
CTX2 Centauri 0.002988341
CARBON Carboncoin 8.37e-06
CAT BlockCAT 0.017508367
GLT GlobalToken 0.001484614
ZET Zetacoin 0.000751088
CEDEX "CEDEX Coin" 0.012782061
GNR Gainer 0.0
KUE Kuende 0.000167727
TORQ "TORQ Coin" 0.007878097
WRC Worldcore 0.000707376
PR Prototanium 0.0
JET Jetcoin 0.016940455
MORE "Mithril Ore" 0.0
SHDW "Shadow Token" 0.017776796
OCTPS Octopus 0.0
HODL HOdlcoin 0.000534055
ATMI Atonomi 0.000251659
LDC Leadcoin 0.000158028
MEC Megacoin 0.003218213
NUSD2 "Neutral Dollar" 0.992521496
TNS Transcodium 0.002092027
HTH "Help The Homeless Coin" 0.000106927
USC "Ultimate Secure Cash" 0.011412692
UPX uPlexa 0.000120124
CTR Centra 0.0
GFUN GOLDFUND 0.000713876
OXY Oxycoin 0.000124392
BTNT BitNautic 0.003294881
BTB BitBar 2.67
HGO HireGo 0.001148105
ETHPLO ETHplode 0.006895212
LMC LoMoCoin 0.000406731
CNET ContractNet 0.005363688
NBX2 "Netbox Coin" 0.023693537
GAP Gapcoin 0.0
CATT BitClave 0.000224012
PIX Lampix 0.000829797
NTR Netrum 0.046412765
CMM Commercium 0.002528596
W3C W3Coin 1.674e-06
WOMEN WomenCoin 2.29e-06
UNIFY Unify 0.006053306
DEAL IdealCash 7.6624e-05
TGC Tigercoin 0.0
HELP2 "HELP Token" 0.0
RAIN Condensate 8.1093e-05
XCN Cryptonite 0.000153248
X42 x42 0.006678585
BERRY Rentberry 0.000356962
SNRG Synergy 0.021955196
MFC2 MFCoin 0.005243393
FYS Fysical 0.000106651
SDA2 eSDChain 0.001086655
KWH KWHCoin 5.8983e-05
LDOGE LiteDoge 6.451e-06
RBT Rimbit 0.000534066
HYP HyperStake 7.6623e-05
UCOIN UCoin 0.086316398
FREC Freyrchain 0.000210006
AUC Auctus 0.00351772
RPM RepMe 1.674e-06
TIX Blocktix 0.002591925
PMNT Paymon 0.000168841
EPY Emphy 0.012991875
BLT Bloom 0.001915603
ONE "Menlo One" 0.000338965
NPER NPER 0.001464934
OWT "OpenWeb Token" 0.00022403
EMD "Emerald Crypto" 0.005261377
PURA Pura 0.000569404
LABX Stakinglab 0.246653044
PHS "Philosopher Stones" 0.0
MAGE MagicCoin 0.0
CREA CREA 0.0
BLOC2 BLOC.money 0.009194894
ASAFE2 AllSafe 0.010805256
VIT "Vice Industry Token" 0.000229872
TKS Tokes 0.073423997
WAND WandX 0.007923029
JSE JSEcoin 0.000217647
TXT3 TREXTOKEN 0.000238519
NBR "Nióbio Cash" 0.000689697
PRX2 Proxynode 0.000689447
BMH BlockMesh 0.000340795
DIO Decimated 0.001685731
BLU BlueCoin 0.000160811
ANON ANON 0.012106611
INSN InsaneCoin 0.00384012
GST "Game Stars" 0.000282478
AIB "Advanced Internet Blocks" 0.002770819
XMCT XMCT 0.000850647
ENTRC EnterCoin 0.030320808
TRK Truckcoin 2.97e-07
PKG "PKG Token" 9.844e-06
GIFT Giftcoin 0.0
RISK "Global Risk Exchange Token" 2.2031e-05
ELY Elysian 0.000899239
FORK Forkcoin 0.0
EGEM EtherGem 0.004495629
GXX GravityCoin 0.032565251
SHMN "StrongHands Masternode" 0.05514574
IOTW IOTW 0.002575831
BOUTS BoutsPro 0.001117881
TSC2 ThunderStake 9.5962e-05
PTX2 PatentTX 0.005593561
PHM Phoneum 5.3575e-05
GIN GINcoin 0.011242309
SND2 SnodeCoin 0.002222099
BTCF "Bitcoin Fast" 0.007509164
PRL "Oyster Pearl" 0.0
ARC "Advanced Technology Coin" 0.003096621
COMP "Compound Coin" 1.548e-06
NOBS "No BS Crypto" 6.4844e-05
DFT DraftCoin 0.009283008
ENGT "Engagement Token" 0.000194827
UNIT "Universal Currency" 0.005057192
SEND "Social Send" 0.002073964
ANC Anoncoin 0.03792894
BON Bonpay 0.007049419
FT "Fabric Token" 0.0
XAP Apollon 0.000528706
FST Fastcoin 0.0
SNTR "Silent Notary" 9.4e-07
DASHD "Dash Diamond" 0.291264052
PAT1 PATRON 0.000200916
EL Elcoin 0.006949328
ARCO AquariusCoin 0.030605635
RKC Rookiecoin 2.5604e-05
LUC "Level Up Coin" 4.4652e-05
GEX3 Gexan 0.03831206
MZC MazaCoin 0.0
ING Iungo 0.001916661
BDL Bitdeal 0.000435578
KOTO KOTO 0.000766241
KLKS Kalkulus 0.004521348
TIC ThingsChain 6.596e-06
POSS Posscoin 2.615e-06
ORI Origami 0.017699963
SWING Swing 0.01700263
PUT2 "Profile Utility Token" 0.001643353
WISH MyWish 0.012271318
GIFT2 Loyalty 3.7005e-05
BITCAR BitCar 0.00029397
CRAVE Crave 0.003279134
BRO Bitradio 0.00911827
SLOT2 Alphaslot 0.0
GBX2 GoByte 0.020037252
TMC2 Timicoin 0.000229872
TAN "Taklimakan Network" 0.00130261
BTCN BitcoiNote 0.006709052
EVC EventChain 0.00232213
XJO Joulecoin 0.001889431
ZENI Zennies 7.2023e-05
ECTE EurocoinToken 0.041815576
DOMO DOMOcoin 0.131005882
SET2 "Save Environment Token" 0.071723239
BCF BitcoinFast 0.0
WXC WX-Coin 0.012062142
DAN Daneel 0.003365331
SAT "Social Activity Token" 0.000536369
BLTG Block-Logic 0.002961748
NXC Nexium 0.00076625
ESZ EtherSportz 0.022452805
FLOT "Fire Lotto" 0.002434631
HAL Halcyon 0.0
VIVID "Vivid Coin" 0.010727377
BZX "Bitcoin Zero" 0.002972543
DTRC Datarius 0.000517999
TRI Triangles 0.0
GZRO Gravity 3.7216e-05
ECASH EthereumCash 0.004674071
NTK2 Netkoin 1.46e-05
DAXX DaxxCoin 0.0
WEB2 Webcoin 0.001510778
CDX "CDX Network" 0.001992227
ADZ Adzcoin 0.001299512
BBS BBSCoin 7.66e-07
VME VeriME 0.000359609
FND FundRequest 0.001330715
MMO MMOCoin 0.001061845
NAVI "Navia Address" 0.000261649
HUC HunterCoin 0.0
USDE USDe 5.5772e-05
CNTF "Centurion Future" 7.9815e-05
REBL Rebellious 0.000372571
IFT InvestFeed 0.000326935
MMT "Maximum Exchange" 0.005201648
PWR Powercoin 6.433e-06
CGC Genie 0.0
NAVY "BoatPilot Token" 0.000831675
BEN BitCoen 0.008772336
ARY "Block Array" 0.000896966
ELCN Elacoin 0.150050448
ATB Atbcoin 0.001439422
BECN Beacon 0.005903773
CATN Catcoin 0.0
PASL "Pascal Lite" 0.0
SHPING Shping 7.2636e-05
CTO Crypto 0.0
BVK "Bitcoin 5000" 0.004597782
WEB Webchain 0.000383121
ACED AceD 0.006490063
UTC UltraCoin 0.001221038
PAT Bitnation 2.139e-06
SGP SGPay 0.028982568
DYNMT DYNAMITE 0.256933688
XTC TileCoin 0.0
KYD "Know Your Developer" 0.010918066
MTNC Masternodecoin 0.0
MTRC ModulTrade 0.001531837
BLAST BLAST 0.001054645
BTR Bitether 0.000996037
EVE Devery 0.000888748
AMM MicroMoney 0.003543985
DOW Dowcoin 0.004716252
CSOUL CryptoSoul 0.000322179
BETR BetterBetting 0.000203167
CIV Civitas 0.007662412
MAR2 Mchain 0.002464243
SPX Sp8de 6.939e-06
ZEUS Zeus 7.66e-07
BBT BitBoost 0.004137703
AC AsiaCoin 2.2819e-05
NRVE Narrative 0.001242849
AGLT Agrolot 0.000805208
CHESS ChessCoin 0.000967043
